sample_id,predicted_price,lower_range,upper_range
13361,33.55,6.53,60.56
181567,11.86,-15.15,38.87
250051,12.25,-14.76,39.26
97051,11.26,-15.75,38.27
191934,7.65,-19.36,34.66
23020,14.21,-12.8,41.23
15934,7.17,-19.84,34.19
139609,52.63,25.61,79.64
43194,19.55,-7.46,46.57
105284,28.22,1.21,55.23
180276,44.76,17.75,71.78
170811,15.65,-11.37,42.66
209309,34.28,7.27,61.29
281913,9.94,-17.08,36.95
8443,31.0,3.99,58.02
233649,28.53,1.51,55.54
292541,31.2,4.19,58.22
103552,13.32,-13.7,40.33
165565,20.04,-6.98,47.05
220759,9.31,-17.7,36.33
287552,23.27,-3.74,50.28
274664,34.12,7.11,61.13
140009,22.29,-4.73,49.3
67302,23.68,-3.33,50.7
88031,16.66,-10.35,43.67
270912,14.01,-13.0,41.02
221993,16.75,-10.27,43.76
249008,33.25,6.24,60.27
20100,40.79,13.77,67.8
20650,43.13,16.11,70.14
209455,34.36,7.35,61.37
14550,30.02,3.0,57.03
152524,64.13,37.12,91.14
122144,10.63,-16.38,37.64
197056,18.54,-8.47,45.55
106993,0.39,-26.63,27.4
286642,30.54,3.53,57.55
139114,25.71,-1.31,52.72
197357,12.72,-14.3,39.73
35977,31.82,4.8,58.83
98833,28.58,1.57,55.59
164300,0.18,-26.83,27.2
203986,34.88,7.87,61.89
26174,20.96,-6.06,47.97
82694,32.51,5.49,59.52
267035,13.46,-13.55,40.47
199072,39.97,12.96,66.98
10723,10.82,-16.2,37.83
172800,9.58,-17.43,36.6
160754,23.52,-3.49,50.53
28017,-4.75,-31.76,22.27
228117,43.06,16.05,70.08
173238,20.14,-6.88,47.15
232358,29.95,2.94,56.96
76038,30.37,3.36,57.39
7471,24.0,-3.01,51.02
246383,0.75,-26.26,27.77
203092,-1.64,-28.65,25.37
154280,24.0,-3.01,51.02
55896,52.31,25.29,79.32
69426,9.25,-17.77,36.26
209769,40.67,13.66,67.68
260572,-0.26,-27.27,26.75
46717,14.95,-12.07,41.96
262800,9.05,-17.96,36.07
80676,41.24,14.23,68.26
295271,19.87,-7.15,46.88
297978,7.01,-20.01,34.02
103501,28.91,1.9,55.92
283210,26.81,-0.2,53.83
2363,33.54,6.53,60.55
272381,20.45,-6.56,47.47
151626,14.76,-12.25,41.77
227237,23.3,-3.71,50.32
244024,15.88,-11.13,42.9
210316,8.14,-18.87,35.15
120948,36.17,9.16,63.19
98875,278.74,251.73,305.75
95813,55.98,28.97,82.99
60144,-5.3,-32.31,21.72
226863,31.63,4.62,58.65
291311,35.46,8.44,62.47
249273,23.4,-3.61,50.42
206371,11.66,-15.35,38.68
68544,37.92,10.91,64.93
264541,14.11,-12.9,41.12
262861,6.22,-20.79,33.23
135522,19.33,-7.69,46.34
213564,42.94,15.93,69.96
200456,32.86,5.84,59.87
126574,18.12,-8.9,45.13
40104,20.0,-7.01,47.01
284657,-9.88,-36.9,17.13
21765,7.44,-19.57,34.45
170370,3.99,-23.02,31.01
223997,32.94,5.93,59.95
208380,45.45,18.44,72.46
47659,36.58,9.57,63.59
158953,10.93,-16.08,37.94
80964,11.62,-15.39,38.63
220211,32.26,5.25,59.28
7154,24.51,-2.51,51.52
35952,3.82,-23.19,30.83
235936,31.96,4.95,58.97
44150,16.65,-10.37,43.66
54778,4.66,-22.35,31.67
81632,-1.38,-28.39,25.64
159773,8.66,-18.35,35.67
40858,6.94,-20.07,33.95
239355,22.11,-4.9,49.13
171489,9.31,-17.7,36.33
62574,33.39,6.38,60.4
283593,17.8,-9.22,44.81
114431,14.49,-12.52,41.51
30650,11.0,-16.01,38.02
245848,35.83,8.82,62.84
286830,7.92,-19.1,34.93
287715,7.7,-19.32,34.71
87997,1.51,-25.51,28.52
117190,13.49,-13.52,40.5
207539,38.09,11.07,65.1
104840,18.23,-8.78,45.24
31240,14.19,-12.83,41.2
187599,10.16,-16.85,37.18
43868,12.67,-14.34,39.68
80953,47.47,20.45,74.48
101333,176.72,149.71,203.74
226164,41.22,14.2,68.23
58506,7.96,-19.06,34.97
297855,10.07,-16.94,37.08
41979,14.12,-12.89,41.14
288903,15.85,-11.16,42.86
41766,13.89,-13.12,40.91
225952,17.1,-9.91,44.11
7477,11.12,-15.89,38.14
237759,17.34,-9.67,44.35
60958,4.64,-22.37,31.66
114923,32.52,5.5,59.53
104556,32.96,5.94,59.97
183415,15.55,-11.47,42.56
42843,31.31,4.29,58.32
83736,9.77,-17.24,36.78
28642,22.76,-4.25,49.77
190306,10.88,-16.13,37.89
109585,7.75,-19.26,34.76
68680,13.88,-13.13,40.9
268504,17.7,-9.31,44.71
257883,13.67,-13.34,40.69
281550,15.24,-11.77,42.25
126830,28.58,1.57,55.6
53402,15.57,-11.44,42.58
39493,13.98,-13.03,41.0
243326,8.19,-18.83,35.2
182134,39.45,12.44,66.47
107372,38.76,11.75,65.78
138204,3.24,-23.77,30.25
268166,13.58,-13.44,40.59
104144,12.39,-14.62,39.41
233104,-1.62,-28.63,25.39
279076,19.32,-7.69,46.33
127774,24.16,-2.86,51.17
212938,29.48,2.46,56.49
254096,13.27,-13.74,40.28
74675,9.39,-17.63,36.4
220417,28.86,1.85,55.88
96615,11.51,-15.5,38.53
102593,23.84,-3.17,50.86
296806,22.87,-4.14,49.88
251726,19.16,-7.85,46.18
153667,-6.92,-33.94,20.09
78885,9.43,-17.58,36.45
218331,25.7,-1.31,52.71
149,7.75,-19.26,34.77
40690,3.01,-24.01,30.02
155198,10.91,-16.1,37.92
293805,45.39,18.38,72.4
272472,1.17,-25.84,28.18
9692,12.54,-14.47,39.55
91188,-0.78,-27.8,26.23
233106,24.3,-2.71,51.31
150293,-8.0,-35.01,19.02
216593,42.01,15.0,69.02
11717,10.86,-16.15,37.87
97072,15.78,-11.23,42.79
153309,17.21,-9.81,44.22
158316,24.0,-3.02,51.01
6488,27.76,0.75,54.77
232121,23.43,-3.58,50.45
44812,7.13,-19.89,34.14
86961,2.5,-24.52,29.51
58588,47.56,20.55,74.58
72867,11.42,-15.59,38.43
215093,55.09,28.08,82.1
213042,19.97,-7.04,46.98
164029,15.82,-11.19,42.84
267149,17.79,-9.23,44.8
16775,15.35,-11.67,42.36
172209,-3.71,-30.72,23.31
43367,19.17,-7.84,46.18
177744,19.97,-7.04,46.99
165273,11.36,-15.66,38.37
232119,28.06,1.05,55.07
58383,27.11,0.1,54.12
119288,80.25,53.24,107.26
68658,16.76,-10.26,43.77
16265,41.1,14.09,68.12
159592,20.53,-6.49,47.54
247878,-1.55,-28.56,25.46
41796,12.19,-14.83,39.2
53181,3.31,-23.7,30.33
264129,7.14,-19.87,34.15
235420,22.65,-4.37,49.66
137986,16.0,-11.01,43.01
39642,16.26,-10.75,43.28
14290,12.3,-14.71,39.31
80887,-1.08,-28.09,25.94
285485,10.17,-16.85,37.18
217952,15.44,-11.58,42.45
289285,37.51,10.49,64.52
252357,11.42,-15.59,38.44
230383,7.24,-19.77,34.26
55725,7.61,-19.4,34.62
187074,44.57,17.55,71.58
70984,8.63,-18.38,35.64
189126,21.32,-5.69,48.34
248723,16.88,-10.13,43.9
123506,16.36,-10.65,43.38
99695,46.6,19.58,73.61
149684,65.64,38.63,92.65
5498,22.57,-4.44,49.58
131387,50.36,23.35,77.38
267671,5.27,-21.74,32.28
230293,9.8,-17.21,36.81
268453,-2.26,-29.27,24.75
214267,20.89,-6.13,47.9
66578,3.7,-23.32,30.71
173477,3.65,-23.37,30.66
194421,-1.67,-28.68,25.35
210676,30.29,3.27,57.3
295921,16.37,-10.64,43.38
88404,20.27,-6.74,47.29
237189,15.85,-11.16,42.87
25929,18.4,-8.61,45.42
289834,21.36,-5.66,48.37
186935,32.61,5.6,59.62
270201,-1.12,-28.13,25.89
266405,22.22,-4.79,49.23
220217,5.67,-21.34,32.68
259023,5.73,-21.28,32.74
205994,22.83,-4.19,49.84
157786,24.05,-2.96,51.07
267641,10.26,-16.76,37.27
283085,28.35,1.34,55.37
143555,47.71,20.69,74.72
49221,16.75,-10.26,43.77
130001,12.15,-14.86,39.16
264478,15.61,-11.4,42.62
107706,16.75,-10.26,43.76
224051,74.34,47.33,101.35
206261,18.74,-8.27,45.75
62937,38.35,11.34,65.37
248345,25.55,-1.47,52.56
44869,17.23,-9.78,44.25
619,15.35,-11.66,42.36
289848,25.7,-1.31,52.72
291302,1.53,-25.49,28.54
132433,58.14,31.13,85.15
176061,27.15,0.14,54.17
229380,10.42,-16.59,37.43
175534,49.02,22.0,76.03
184688,24.53,-2.48,51.54
20496,10.18,-16.84,37.19
207100,34.16,7.15,61.17
247316,27.62,0.61,54.63
191081,17.27,-9.74,44.29
157409,15.81,-11.21,42.82
149960,66.91,39.9,93.92
79972,23.47,-3.54,50.48
260363,12.11,-14.9,39.13
124468,6.94,-20.07,33.95
251211,-3.37,-30.39,23.64
288449,23.2,-3.81,50.21
60802,22.57,-4.44,49.59
206409,67.07,40.06,94.09
248896,37.46,10.45,64.47
195009,28.11,1.09,55.12
254861,24.82,-2.2,51.83
158616,11.64,-15.38,38.65
298227,6.28,-20.73,33.29
239313,25.12,-1.89,52.13
215321,21.95,-5.06,48.97
226953,-2.4,-29.41,24.62
70892,22.33,-4.68,49.34
237510,16.12,-10.89,43.14
266564,26.22,-0.79,53.23
105236,7.18,-19.83,34.19
119405,14.19,-12.83,41.2
208965,21.24,-5.77,48.26
192810,-0.74,-27.75,26.27
278000,23.28,-3.73,50.29
217098,16.07,-10.94,43.08
36057,23.6,-3.41,50.61
166418,22.78,-4.23,49.79
157785,13.07,-13.95,40.08
190564,8.8,-18.21,35.81
128250,3.96,-23.05,30.98
265907,24.97,-2.04,51.98
156354,6.52,-20.49,33.54
173924,21.5,-5.52,48.51
95127,30.55,3.54,57.57
198774,11.77,-15.24,38.78
39377,16.06,-10.96,43.07
251737,22.88,-4.13,49.9
250878,12.32,-14.69,39.33
93894,20.73,-6.28,47.75
114194,14.18,-12.83,41.19
293254,8.24,-18.77,35.26
64268,9.98,-17.03,36.99
42749,16.26,-10.75,43.27
229307,11.89,-15.13,38.9
271599,33.22,6.21,60.23
45919,15.93,-11.08,42.94
12985,24.54,-2.47,51.55
299224,9.52,-17.49,36.53
274759,11.32,-15.69,38.34
224169,21.79,-5.23,48.8
221314,15.49,-11.52,42.5
82480,24.45,-2.56,51.47
215755,30.07,3.06,57.09
42138,20.83,-6.18,47.84
52345,61.97,34.95,88.98
267936,8.31,-18.7,35.33
250373,14.19,-12.83,41.2
167855,9.44,-17.57,36.46
297393,29.82,2.81,56.84
138104,34.35,7.33,61.36
68589,14.38,-12.63,41.39
28340,8.08,-18.94,35.09
55834,26.02,-0.99,53.03
164746,36.23,9.21,63.24
268746,3.6,-23.41,30.62
77679,-0.83,-27.84,26.18
190387,20.96,-6.05,47.97
284759,7.0,-20.01,34.01
56220,32.49,5.48,59.51
105735,4.59,-22.42,31.6
32738,23.63,-3.39,50.64
73063,14.8,-12.21,41.82
240780,17.83,-9.18,44.85
191511,10.15,-16.86,37.17
190931,8.49,-18.52,35.5
51330,-5.17,-32.18,21.84
243472,24.2,-2.82,51.21
231056,5.07,-21.94,32.08
24330,8.58,-18.43,35.59
206083,29.16,2.15,56.17
163386,12.3,-14.72,39.31
148482,34.43,7.42,61.44
159494,9.16,-17.85,36.18
27458,23.03,-3.99,50.04
198486,61.5,34.49,88.52
122187,7.17,-19.84,34.19
22765,17.46,-9.55,44.47
97444,6.71,-20.3,33.73
144878,26.01,-1.0,53.03
53697,7.22,-19.79,34.24
46476,-0.16,-27.18,26.85
260992,6.02,-20.99,33.04
226334,23.47,-3.55,50.48
201013,14.27,-12.75,41.28
45730,17.52,-9.49,44.53
78378,16.26,-10.76,43.27
65315,-5.25,-32.26,21.76
211930,20.5,-6.51,47.51
261416,8.6,-18.42,35.61
184353,11.37,-15.64,38.39
4568,40.41,13.39,67.42
8011,33.09,6.08,60.1
252516,22.53,-4.48,49.54
73688,22.12,-4.89,49.14
138994,23.48,-3.53,50.5
291437,8.55,-18.46,35.56
25228,8.79,-18.22,35.8
163551,17.65,-9.37,44.66
81607,0.88,-26.13,27.89
129841,27.35,0.34,54.36
140708,51.59,24.58,78.6
155369,-2.98,-29.99,24.04
176791,32.35,5.34,59.36
56046,36.91,9.9,63.93
19712,39.35,12.34,66.36
204822,22.03,-4.98,49.04
243562,17.2,-9.82,44.21
47492,11.54,-15.47,38.56
238952,23.74,-3.27,50.76
141977,42.46,15.45,69.48
225072,8.98,-18.03,35.99
239570,16.12,-10.89,43.13
43173,17.6,-9.41,44.61
60050,70.56,43.55,97.57
112395,10.93,-16.09,37.94
194608,11.15,-15.86,38.17
110565,14.8,-12.21,41.81
204683,58.46,31.44,85.47
132405,37.35,10.33,64.36
157037,44.27,17.26,71.29
130645,90.82,63.81,117.84
144805,25.87,-1.15,52.88
4345,54.75,27.73,81.76
98160,-0.66,-27.67,26.35
159120,9.16,-17.85,36.18
263100,71.94,44.93,98.95
42066,15.74,-11.28,42.75
244438,10.32,-16.69,37.33
811,47.33,20.31,74.34
16547,15.83,-11.18,42.84
58904,21.08,-5.93,48.09
231234,10.73,-16.28,37.74
269135,31.16,4.15,58.18
19244,11.53,-15.48,38.55
161,13.0,-14.01,40.01
76137,18.09,-8.92,45.11
40691,10.48,-16.53,37.5
95688,23.52,-3.49,50.53
245115,36.6,9.59,63.62
8003,27.99,0.98,55.01
207136,35.62,8.61,62.64
167377,14.47,-12.54,41.48
145980,55.05,28.04,82.07
236762,14.36,-12.65,41.37
236298,6.52,-20.49,33.53
6683,12.87,-14.14,39.88
213149,53.52,26.51,80.54
108840,26.82,-0.19,53.84
283752,51.04,24.03,78.05
262859,6.04,-20.97,33.05
98936,32.45,5.44,59.46
1876,44.13,17.12,71.15
156396,21.13,-5.88,48.14
238162,6.68,-20.33,33.69
179031,20.67,-6.35,47.68
41634,21.61,-5.4,48.62
67166,14.87,-12.15,41.88
294366,11.86,-15.16,38.87
162990,21.8,-5.22,48.81
77386,22.2,-4.82,49.21
113620,16.51,-10.5,43.53
287845,7.56,-19.45,34.57
82489,13.91,-13.1,40.92
267122,36.71,9.7,63.72
121214,40.63,13.61,67.64
201596,24.67,-2.34,51.69
189452,13.63,-13.39,40.64
92898,27.38,0.37,54.39
276295,6.82,-20.19,33.83
134685,33.11,6.1,60.13
267749,26.59,-0.42,53.6
15352,48.57,21.56,75.58
70720,44.51,17.49,71.52
80191,27.31,0.3,54.32
186468,29.87,2.85,56.88
60642,9.7,-17.31,36.72
277767,11.23,-15.79,38.24
152238,61.88,34.87,88.9
288061,8.22,-18.79,35.24
230405,17.42,-9.6,44.43
275524,37.5,10.49,64.52
199581,28.61,1.6,55.62
240027,9.09,-17.92,36.1
242442,11.41,-15.6,38.42
70901,11.38,-15.64,38.39
142187,54.1,27.09,81.11
295051,11.59,-15.42,38.61
292234,9.75,-17.26,36.76
19912,49.02,22.01,76.04
115507,25.14,-1.88,52.15
73235,18.65,-8.36,45.66
160965,81.21,54.2,108.22
70197,19.32,-7.69,46.33
265926,13.88,-13.13,40.89
71684,20.82,-6.2,47.83
29302,18.33,-8.69,45.34
116834,20.91,-6.1,47.93
219988,20.08,-6.93,47.09
87627,7.89,-19.12,34.9
271463,4.42,-22.59,31.44
273936,45.43,18.42,72.44
231541,21.0,-6.01,48.01
135212,29.73,2.72,56.75
265630,14.25,-12.76,41.27
261828,15.79,-11.22,42.8
124624,23.04,-3.97,50.05
283585,-1.53,-28.54,25.49
54592,13.99,-13.02,41.0
262211,68.4,41.39,95.42
164959,24.18,-2.83,51.19
207339,27.16,0.15,54.17
111360,49.5,22.49,76.51
69278,34.4,7.39,61.42
5171,58.46,31.45,85.47
257934,10.61,-16.41,37.62
85955,50.53,23.52,77.54
257330,27.46,0.44,54.47
252095,18.28,-8.73,45.3
256981,6.0,-21.01,33.02
112481,8.8,-18.21,35.81
231467,15.57,-11.44,42.58
187673,19.3,-7.71,46.32
24304,21.38,-5.64,48.39
123605,22.67,-4.34,49.68
161584,98.71,71.7,125.72
129250,2.28,-24.73,29.29
173407,11.51,-15.5,38.52
216602,42.01,15.0,69.02
233546,11.68,-15.33,38.7
67501,48.69,21.68,75.7
271613,39.99,12.98,67.01
213885,-2.93,-29.95,24.08
166715,-2.11,-29.12,24.91
291495,12.16,-14.85,39.17
298251,28.18,1.16,55.19
166447,3.45,-23.56,30.47
70402,32.31,5.3,59.32
134161,22.3,-4.71,49.31
248404,24.85,-2.16,51.86
11814,31.2,4.19,58.22
9207,30.9,3.89,57.92
1749,38.03,11.02,65.04
166530,-5.71,-32.73,21.3
192868,17.47,-9.55,44.48
227639,19.22,-7.79,46.23
138773,25.01,-2.01,52.02
287284,21.72,-5.29,48.73
261814,13.65,-13.36,40.66
247649,32.26,5.25,59.28
61907,18.62,-8.39,45.63
34444,7.45,-19.56,34.46
34344,19.99,-7.02,47.01
107173,26.91,-0.1,53.93
61052,32.01,5.0,59.02
66503,64.28,37.27,91.3
180140,23.72,-3.3,50.73
164086,-10.41,-37.43,16.6
250445,-0.28,-27.29,26.73
223204,-0.11,-27.13,26.9
292604,7.49,-19.52,34.5
29636,35.28,8.27,62.29
28117,-3.92,-30.94,23.09
165747,21.45,-5.57,48.46
72744,37.33,10.31,64.34
63676,72.17,45.16,99.18
133336,18.88,-8.13,45.9
65873,35.02,8.01,62.04
162714,2.66,-24.35,29.67
15143,55.15,28.14,82.17
52798,25.67,-1.34,52.68
97138,1.58,-25.43,28.59
99253,7.7,-19.31,34.71
51850,14.75,-12.27,41.76
261797,35.82,8.81,62.84
117731,12.85,-14.16,39.86
95692,6.53,-20.48,33.55
220765,8.69,-18.33,35.7
46182,59.38,32.37,86.39
34852,17.72,-9.29,44.73
1011,28.07,1.06,55.09
270343,22.11,-4.9,49.12
10859,44.12,17.1,71.13
54037,12.33,-14.68,39.34
244358,10.96,-16.05,37.97
273843,3.83,-23.18,30.85
21255,62.36,35.34,89.37
203204,30.6,3.59,57.61
132056,25.44,-1.57,52.45
208002,27.86,0.85,54.87
259003,29.68,2.67,56.7
210512,11.07,-15.94,38.08
261429,5.73,-21.28,32.74
113748,2.4,-24.61,29.41
105531,12.31,-14.7,39.32
67238,3.64,-23.37,30.66
112640,23.46,-3.56,50.47
144842,20.48,-6.54,47.49
257560,21.64,-5.37,48.65
136623,2.42,-24.59,29.43
111673,65.42,38.41,92.43
24367,16.31,-10.71,43.32
77943,17.52,-9.49,44.53
14867,28.69,1.67,55.7
267864,6.4,-20.62,33.41
64980,20.12,-6.89,47.13
293968,15.21,-11.8,42.22
221654,4.85,-22.17,31.86
56414,4.03,-22.98,31.05
37999,16.69,-10.33,43.7
19603,19.63,-7.38,46.64
36276,62.63,35.62,89.64
22120,8.39,-18.63,35.4
215775,4.02,-22.99,31.04
268282,2.21,-24.81,29.22
95739,10.05,-16.96,37.06
142374,76.65,49.63,103.66
261860,16.11,-10.91,43.12
171062,19.74,-7.27,46.75
182596,6.55,-20.46,33.56
177226,52.08,25.07,79.09
116664,-1.59,-28.6,25.43
102084,14.1,-12.92,41.11
3712,13.46,-13.55,40.47
37782,1.34,-25.67,28.35
233319,10.37,-16.65,37.38
69299,8.78,-18.23,35.8
54630,16.88,-10.13,43.9
1184,50.46,23.45,77.47
153516,37.22,10.21,64.23
47765,22.47,-4.54,49.48
253984,27.2,0.19,54.21
95425,13.66,-13.35,40.67
63273,9.09,-17.92,36.11
199323,3.7,-23.31,30.71
180683,25.64,-1.38,52.65
99860,32.38,5.37,59.4
212025,67.42,40.41,94.43
154059,9.76,-17.25,36.77
10786,17.15,-9.86,44.17
265784,8.18,-18.84,35.19
42814,54.22,27.21,81.24
293586,34.4,7.39,61.41
241363,27.74,0.73,54.75
76464,0.68,-26.33,27.7
20608,17.74,-9.27,44.75
264393,13.46,-13.55,40.48
164851,14.45,-12.56,41.47
18428,23.28,-3.74,50.29
249817,20.47,-6.54,47.48
139249,27.5,0.49,54.51
259071,4.01,-23.01,31.02
276005,20.43,-6.58,47.44
176475,18.7,-8.31,45.71
49880,6.51,-20.5,33.53
297533,14.93,-12.08,41.95
2262,46.93,19.91,73.94
73667,24.91,-2.11,51.92
52730,32.72,5.71,59.74
259221,42.46,15.45,69.47
153592,23.97,-3.04,50.98
178885,11.66,-15.35,38.67
288410,34.94,7.93,61.96
265717,6.69,-20.33,33.7
204500,35.23,8.22,62.25
121498,1.29,-25.72,28.3
147849,45.07,18.06,72.08
217107,11.88,-15.13,38.89
230310,6.03,-20.98,33.04
281756,53.35,26.33,80.36
265619,20.25,-6.76,47.26
157887,21.45,-5.56,48.46
161266,53.38,26.36,80.39
224843,20.57,-6.44,47.59
270238,10.72,-16.3,37.73
20607,20.16,-6.85,47.17
35672,9.3,-17.72,36.31
241377,19.54,-7.47,46.56
251124,19.47,-7.54,46.48
180152,59.97,32.95,86.98
185100,21.85,-5.16,48.87
83316,15.51,-11.5,42.52
142244,61.16,34.14,88.17
280502,11.79,-15.22,38.8
169034,4.68,-22.33,31.7
54358,44.26,17.24,71.27
293261,12.57,-14.45,39.58
281921,26.83,-0.18,53.85
35192,14.74,-12.27,41.75
294076,19.7,-7.31,46.71
274193,23.4,-3.61,50.41
224763,17.49,-9.52,44.5
131501,-0.47,-27.48,26.55
230993,20.24,-6.77,47.25
184795,22.44,-4.57,49.46
204114,30.58,3.56,57.59
274230,28.22,1.2,55.23
39703,14.98,-12.04,41.99
218883,42.18,15.17,69.19
1475,73.92,46.91,100.93
178909,14.64,-12.38,41.65
274298,14.02,-13.0,41.03
140384,14.86,-12.15,41.88
54105,20.19,-6.82,47.21
8547,27.45,0.44,54.47
97639,13.68,-13.34,40.69
9555,14.55,-12.46,41.57
199344,31.52,4.51,58.54
54311,18.55,-8.46,45.56
222079,19.2,-7.81,46.21
259716,46.95,19.94,73.96
22447,29.0,1.99,56.02
140592,30.45,3.44,57.47
282454,3.06,-23.95,30.07
194961,14.5,-12.52,41.51
247222,81.53,54.52,108.55
261970,16.59,-10.42,43.6
11572,16.17,-10.85,43.18
250831,30.16,3.15,57.17
68529,9.81,-17.2,36.82
9493,28.39,1.37,55.4
3459,18.15,-8.86,45.16
114599,16.06,-10.95,43.07
234594,19.83,-7.18,46.84
57520,24.34,-2.67,51.36
136740,8.03,-18.99,35.04
39157,35.85,8.84,62.87
63588,18.92,-8.1,45.93
62043,4.96,-22.06,31.97
10097,16.57,-10.45,43.58
153437,15.97,-11.04,42.99
230006,25.24,-1.78,52.25
46693,19.95,-7.06,46.96
281773,1.42,-25.59,28.43
24969,21.39,-5.62,48.41
196635,68.24,41.23,95.26
107159,30.99,3.98,58.0
95315,75.89,48.88,102.91
159963,30.67,3.66,57.68
260676,53.92,26.91,80.93
227138,47.04,20.03,74.05
83448,5.19,-21.82,32.21
101491,32.29,5.28,59.3
19777,46.09,19.08,73.11
261667,15.41,-11.6,42.43
203590,9.18,-17.83,36.19
53843,19.86,-7.16,46.87
252637,18.05,-8.96,45.07
142358,60.43,33.42,87.45
61218,6.8,-20.21,33.82
20832,44.16,17.15,71.17
244059,-2.89,-29.9,24.13
251185,13.54,-13.48,40.55
65989,26.24,-0.78,53.25
261872,33.45,6.44,60.46
97350,15.02,-12.0,42.03
213749,22.19,-4.82,49.2
105750,5.0,-22.02,32.01
7061,19.26,-7.75,46.27
243029,20.32,-6.7,47.33
255446,9.35,-17.66,36.37
215515,9.77,-17.25,36.78
295949,11.29,-15.72,38.31
18747,49.87,22.86,76.88
189581,12.28,-14.74,39.29
268207,8.6,-18.41,35.61
153529,16.88,-10.14,43.89
279122,16.89,-10.12,43.9
267723,9.97,-17.05,36.98
217491,14.88,-12.13,41.9
251590,31.24,4.23,58.25
192637,46.98,19.97,73.99
203907,17.03,-9.98,44.04
158672,20.31,-6.7,47.32
256021,14.57,-12.45,41.58
293453,20.6,-6.42,47.61
54327,41.19,14.18,68.2
66734,27.89,0.88,54.91
216427,12.69,-14.32,39.7
81612,7.55,-19.46,34.56
279169,13.35,-13.66,40.37
118890,1.1,-25.91,28.11
51463,20.03,-6.98,47.04
55902,6.76,-20.25,33.77
266696,5.01,-22.0,32.03
186857,9.83,-17.19,36.84
166982,16.75,-10.27,43.76
37571,9.66,-17.35,36.67
140853,11.28,-15.73,38.29
106045,18.13,-8.89,45.14
153392,13.34,-13.67,40.35
23994,15.71,-11.3,42.72
26132,25.37,-1.64,52.38
173396,18.29,-8.72,45.31
40065,17.57,-9.44,44.59
263932,23.07,-3.95,50.08
170096,59.83,32.81,86.84
162847,35.26,8.25,62.27
184415,17.26,-9.75,44.28
234785,81.07,54.06,108.09
236963,29.01,1.99,56.02
64479,16.74,-10.28,43.75
52776,27.13,0.12,54.14
91481,-4.1,-31.11,22.92
260766,20.4,-6.61,47.42
38384,12.45,-14.56,39.46
201526,36.28,9.27,63.29
175747,8.64,-18.38,35.65
292361,15.91,-11.1,42.92
175753,3.73,-23.28,30.74
205341,27.77,0.76,54.79
217380,11.9,-15.11,38.92
100845,18.54,-8.48,45.55
29769,16.99,-10.03,44.0
168180,8.69,-18.33,35.7
297186,11.2,-15.81,38.21
139998,17.65,-9.36,44.66
215312,28.89,1.88,55.9
274428,19.43,-7.58,46.45
163805,40.57,13.56,67.59
57376,38.42,11.41,65.44
225269,19.39,-7.62,46.4
294042,10.05,-16.97,37.06
201738,14.74,-12.27,41.76
297171,24.9,-2.11,51.92
5330,47.62,20.6,74.63
39629,16.74,-10.27,43.75
243478,5.76,-21.26,32.77
281284,24.1,-2.92,51.11
85626,13.18,-13.83,40.19
252687,16.27,-10.74,43.28
31992,27.29,0.28,54.31
70706,2.07,-24.94,29.08
136907,17.54,-9.47,44.55
217097,19.37,-7.64,46.38
158775,28.74,1.73,55.75
281349,10.93,-16.09,37.94
79539,14.51,-12.5,41.52
238955,28.01,0.99,55.02
1938,44.35,17.33,71.36
147959,37.98,10.97,64.99
272973,24.64,-2.37,51.66
203238,34.01,7.0,61.02
87874,34.7,7.69,61.71
27103,7.46,-19.56,34.47
247412,9.53,-17.48,36.54
186966,16.53,-10.48,43.54
123706,25.09,-1.92,52.11
110037,14.61,-12.41,41.62
36701,20.21,-6.8,47.22
117247,21.95,-5.06,48.96
121660,22.07,-4.94,49.08
11707,25.1,-1.91,52.11
242143,25.09,-1.92,52.11
104170,31.92,4.91,58.94
42279,6.38,-20.64,33.39
16890,51.73,24.71,78.74
215997,15.16,-11.86,42.17
258680,8.22,-18.8,35.23
14511,21.33,-5.68,48.34
24467,10.16,-16.85,37.17
53039,15.68,-11.33,42.69
129708,10.26,-16.75,37.27
205098,2.12,-24.9,29.13
162875,18.05,-8.96,45.06
167649,6.43,-20.58,33.45
201791,3.17,-23.84,30.18
69971,20.41,-6.6,47.42
29953,5.83,-21.18,32.85
146035,41.09,14.08,68.1
255625,20.77,-6.24,47.79
29673,28.56,1.55,55.58
137547,30.98,3.97,57.99
17359,16.04,-10.97,43.05
4124,13.06,-13.96,40.07
245609,14.44,-12.57,41.46
141805,35.06,8.04,62.07
180389,8.85,-18.16,35.86
161479,54.23,27.21,81.24
132024,47.48,20.47,74.49
265746,9.44,-17.57,36.45
153700,26.05,-0.96,53.06
25181,15.45,-11.56,42.47
72559,18.11,-8.9,45.12
293496,46.34,19.33,73.35
24717,18.67,-8.35,45.68
17245,15.45,-11.56,42.46
215426,28.1,1.09,55.11
148451,39.06,12.05,66.07
78704,13.53,-13.48,40.54
246271,24.47,-2.54,51.49
225983,9.6,-17.41,36.62
286112,9.01,-18.0,36.03
224268,15.07,-11.95,42.08
296726,16.56,-10.46,43.57
62009,2.51,-24.5,29.52
96910,33.76,6.75,60.77
163007,-10.45,-37.46,16.57
115962,5.62,-21.39,32.64
55143,12.18,-14.83,39.2
193560,13.93,-13.08,40.95
262089,17.58,-9.43,44.59
